,amoA.001,amoA.002,amoA.003,amoA.004,amoA.005,amoA.006,amoA.007,amoA.008,amoA.009,amoA.010,amoA.011,amoA.012,amoA.013,amoA.014,amoA.015,amoA.016,amoA.017,amoA.018,amoA.019,amoA.020,amoA.021,amoA.022,amoA.023,amoA.024,amoA.025,amoA.026,amoA.027,amoA.028,amoA.029,amoA.030,amoA.031,amoA.032,amoA.033,amoA.034,amoA.035,amoA.036,amoA.037,amoA.038,amoA.039,amoA.040,amoA.041,amoA.042,amoA.043,amoA.044,amoA.045,amoA.046,amoA.047,amoA.048,amoA.049,amoA.050,amoA.051,amoA.052,amoA.053,amoA.054,amoA.055,amoA.056,amoA.057,amoA.058,amoA.059,amoA.060,amoA.061,amoA.062,amoA.063,amoA.064,amoA.065,amoA.066,amoA.067,amoA.068,amoA.069,amoA.070,amoA.071,amoA.072,amoA.073,amoA.074,amoA.075,amoA.076,amoA.077,amoA.078,fert_level,crop,timepoint,doe,addition,field_rep
30b,27.31156351,9.838267968,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,8.341082129,27.31156351,9.212198303,5.916916146,10.23518588,10.28523725,9.896088297,8.502124261,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,9.86991154,9.94960088,27.31156351,27.31156351,27.31156351,27.31156351,10.04216167,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,9.035647249,10.13321053,27.31156351,27.31156351,6.267112628,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,10.26299163,27.31156351,27.31156351,27.31156351,9.481226164,9.476446054,27.31156351,27.31156351,27.31156351,9.679368279,9.36598909,27.31156351,9.03594189,27.31156351,27.31156351,27.31156351,10.30179717,27.31156351,27.31156351,9.366297615,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,0,corn,b,5,nitrogen,3
64f,7.408261626,8.393219961,6.938310198,8.388483596,5.323144986,26.19237554,8.95162702,7.685120651,5.054288595,7.446856217,5.542226053,4.66392233,6.65946448,6.355757335,7.02659178,5.339225474,6.930474017,7.38872231,8.926266626,5.660157265,26.19237554,6.448409637,7.673615523,26.19237554,4.659694281,5.92560956,5.690700804,26.19237554,6.522454358,26.19237554,26.19237554,6.766894793,6.437692023,6.912717297,7.961667933,7.260703229,5.733942528,26.19237554,5.127013916,7.03813026,7.866862766,6.307520673,6.842258708,7.262706839,5.854539671,6.398276981,5.437660489,26.19237554,6.215574226,7.930158487,5.747582581,5.542140957,6.617955385,7.302490471,7.524897461,5.676379906,5.929495798,6.648076097,6.778955391,6.118301494,8.229965984,7.840214533,26.19237554,26.19237554,8.621740595,5.608940337,6.924698486,8.118940444,8.271487707,7.265167976,9.129661373,8.381523001,26.19237554,6.678857068,26.19237554,26.19237554,26.19237554,26.19237554,336,mxg,f,87,control,4
62b,26.97759621,26.97759621,26.97759621,26.97759621,8.637575216,9.426419692,26.97759621,7.746326986,9.535166616,26.97759621,7.280941949,5.787642142,9.380374802,26.97759621,9.950263502,8.936118655,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,9.326249491,26.97759621,9.693092381,9.690337801,26.97759621,9.417900743,26.97759621,26.97759621,26.97759621,9.691770578,9.683087892,26.97759621,9.240627353,26.97759621,26.97759621,9.302674311,26.97759621,5.820900744,26.97759621,26.97759621,26.97759621,7.862064744,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,9.627565878,8.416249822,26.97759621,8.411430921,8.836679528,8.695891831,9.238307137,26.97759621,9.528539488,26.97759621,9.224322949,26.97759621,9.534526445,26.97759621,26.97759621,9.434826919,8.852943931,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,26.97759621,0,mxg,b,5,carbon,3
61f,26.78318338,26.78318338,9.130448934,26.78318338,6.743611491,26.78318338,26.78318338,9.082289121,6.920685136,26.78318338,7.585950559,5.861393226,8.764474509,26.78318338,8.375841833,26.78318338,26.78318338,26.78318338,26.78318338,9.551260711,26.78318338,8.338116982,9.761921799,9.135814614,8.681095807,26.78318338,9.190483483,26.78318338,26.78318338,26.78318338,26.78318338,9.274828122,26.78318338,26.78318338,8.32050448,9.46094209,26.78318338,26.78318338,5.924516682,26.78318338,26.78318338,26.78318338,8.952882645,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,9.182686363,9.077452074,26.78318338,9.542574512,26.78318338,8.116687124,7.871371406,26.78318338,8.817222603,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,9.208214069,7.834812423,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,26.78318338,0,mxg,f,87,control,3
3f,26.88774708,26.88774708,26.88774708,26.88774708,6.598141284,26.88774708,26.88774708,26.88774708,7.894903922,26.88774708,7.447007422,5.521046624,9.136003435,8.258606546,7.606668268,9.595115102,9.38161923,26.88774708,26.88774708,9.105458213,26.88774708,7.495932817,8.764835842,8.515223447,7.426194083,9.872835308,26.88774708,26.88774708,26.88774708,26.88774708,26.88774708,7.564586837,26.88774708,26.88774708,26.88774708,9.110014904,26.88774708,26.88774708,5.886404535,26.88774708,26.88774708,26.88774708,8.263773077,26.88774708,26.88774708,9.868528089,26.88774708,26.88774708,26.88774708,26.88774708,8.441094285,8.011507616,26.88774708,26.88774708,8.935844844,26.88774708,26.88774708,8.579113106,26.88774708,9.478185504,26.88774708,26.88774708,9.877197969,26.88774708,26.88774708,8.78402971,26.88774708,26.88774708,26.88774708,26.88774708,26.88774708,26.88774708,26.88774708,9.618705978,26.88774708,26.88774708,26.88774708,26.88774708,0,corn,f,87,nitrogen,1
45f,7.642178579,25.00322688,25.00322688,25.00322688,5.667556698,25.00322688,25.00322688,25.00322688,7.130502269,25.00322688,6.799237049,4.205302483,7.402896491,7.739944343,25.00322688,5.756240188,7.694601365,7.335341178,25.00322688,6.270030182,25.00322688,6.48925333,25.00322688,25.00322688,5.932617907,6.396530076,6.840436799,25.00322688,7.902837719,25.00322688,25.00322688,6.004799122,7.042452765,6.915935388,25.00322688,7.472326107,7.428546312,25.00322688,4.699906748,25.00322688,7.094932177,6.549581298,25.00322688,7.750703399,5.333766422,6.209558654,5.383479111,25.00322688,25.00322688,25.00322688,6.203163815,6.948472704,25.00322688,7.475418431,25.00322688,6.215050363,5.895092037,7.22555433,7.971960549,7.755531273,25.00322688,25.00322688,25.00322688,25.00322688,25.00322688,7.068567425,25.00322688,25.00322688,25.00322688,25.00322688,25.00322688,7.023319534,25.00322688,25.00322688,25.00322688,25.00322688,25.00322688,25.00322688,336,mxg,f,87,nitrogen,2
30f,26.5460902,26.5460902,26.5460902,26.5460902,9.185057264,26.5460902,26.5460902,26.5460902,7.784011344,9.227884137,8.70760847,5.472212277,26.5460902,26.5460902,26.5460902,9.474489242,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,9.228518069,8.8521238,8.641767134,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,5.380237568,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,9.334663168,26.5460902,26.5460902,26.5460902,8.125418795,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,8.422944287,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,26.5460902,0,corn,f,87,nitrogen,3
51b,10.17733091,27.29254776,27.29254776,8.635311169,9.006127817,9.144687577,27.29254776,27.29254776,8.454140275,8.708946247,8.463989732,6.066016391,27.29254776,9.54151451,9.471063906,27.29254776,10.17221912,10.08089659,27.29254776,27.29254776,27.29254776,27.29254776,9.076662167,27.29254776,9.782206019,9.804415545,9.069272981,27.29254776,8.303566032,27.29254776,27.29254776,10.01960965,9.867656074,8.844748655,27.29254776,8.760109697,27.29254776,27.29254776,6.724615553,27.29254776,10.19546765,27.29254776,27.29254776,9.921071047,27.29254776,27.29254776,9.448660891,27.29254776,27.29254776,27.29254776,7.183507313,7.939046913,8.533306373,27.29254776,9.444517827,9.686750508,7.538022414,8.887822046,9.396838286,9.895299734,27.29254776,27.29254776,10.04784326,27.29254776,27.29254776,8.682497587,27.29254776,27.29254776,27.29254776,27.29254776,27.29254776,27.29254776,27.29254776,27.29254776,27.29254776,27.29254776,27.29254776,27.29254776,0,mxg,b,5,nitrogen,1
67b,10.38021316,27.45428363,9.162032476,27.45428363,27.45428363,27.45428363,27.45428363,10.18380849,8.30708562,9.172091811,27.45428363,6.857637451,9.397956494,27.45428363,9.210986564,27.45428363,10.33228031,27.45428363,27.45428363,9.724608546,27.45428363,9.593992229,27.45428363,27.45428363,10.19378934,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,9.372015817,27.45428363,27.45428363,10.03471035,27.45428363,9.250972308,27.45428363,27.45428363,6.780599336,27.45428363,27.45428363,27.45428363,10.38928577,27.45428363,27.45428363,27.45428363,9.801204843,27.45428363,27.45428363,27.45428363,9.292570869,9.326397273,27.45428363,27.45428363,9.162094806,27.45428363,9.092902777,8.940454847,27.45428363,27.45428363,27.45428363,10.31806199,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,27.45428363,0,mxg,b,5,control,4
64b,7.649676764,26.17566496,6.274027397,8.04715844,4.352025933,9.094845027,9.06932271,7.861120249,6.030565306,5.375871502,4.917156014,4.146596079,7.210325393,5.957726388,6.438590694,4.736517752,5.563908826,6.199076051,7.83100581,6.104574541,26.17566496,4.691467323,5.944980619,8.195044453,4.501511266,5.67440463,5.223437275,26.17566496,6.639098762,26.17566496,26.17566496,7.878984129,5.757775273,5.742366861,26.17566496,5.280085268,5.058646787,26.17566496,4.349263624,6.30549283,8.57313938,6.030745103,5.20845913,7.224450976,5.736320785,6.048084145,5.160219378,26.17566496,6.479427602,26.17566496,5.000310336,5.408355183,6.16433635,7.417681849,6.243091298,5.174112842,5.112544773,5.781994189,6.207925899,5.181506192,6.534773833,7.22255034,7.751822139,26.17566496,7.436105195,4.989387817,6.821424798,7.333697929,26.17566496,6.666635422,8.605756674,8.278507569,26.17566496,6.478366785,26.17566496,26.17566496,26.17566496,26.17566496,336,mxg,b,5,control,4
14f,25.46058813,25.46058813,8.433766638,25.46058813,6.128167161,25.46058813,7.600339625,25.46058813,6.807216874,25.46058813,6.306354181,4.283615752,8.038253517,25.46058813,25.46058813,7.271974605,25.46058813,25.46058813,25.46058813,7.666451081,25.46058813,7.253457093,25.46058813,8.126686134,5.852285852,25.46058813,25.46058813,25.46058813,25.46058813,25.46058813,25.46058813,25.46058813,25.46058813,6.842862311,25.46058813,25.46058813,25.46058813,25.46058813,4.440375594,25.46058813,25.46058813,25.46058813,7.295437943,7.321816621,5.964145625,6.633505048,7.193201484,25.46058813,5.912205433,25.46058813,7.051648468,7.807240015,25.46058813,25.46058813,25.46058813,7.383362411,5.978998384,25.46058813,25.46058813,6.290332606,25.46058813,25.46058813,25.46058813,25.46058813,25.46058813,6.34062043,25.46058813,25.46058813,25.46058813,8.309229164,25.46058813,25.46058813,25.46058813,8.399898419,25.46058813,25.46058813,25.46058813,25.46058813,336,corn,f,87,carbon,1
16b,8.944706074,26.67241813,7.550725436,8.883037443,5.990728244,26.67241813,8.737954733,9.175528358,5.772569906,7.94786948,5.694114357,4.755967006,9.489328363,7.841700309,6.680984569,5.666178184,7.874934682,8.295786614,26.67241813,7.596611788,26.67241813,5.973257642,8.47506416,7.85796055,7.312441263,6.408134024,6.273078802,26.67241813,7.741923358,26.67241813,26.67241813,7.670096149,6.901930506,6.396032849,26.67241813,7.625644373,8.110133242,26.67241813,5.021118886,26.67241813,8.409387011,7.106089309,7.555348776,7.706127724,5.741319598,7.079879092,6.320341366,26.67241813,6.685197682,9.458738805,6.213778487,5.922256469,9.171824017,7.356590369,26.67241813,6.438968395,6.120728399,6.714817787,9.143436341,7.696786419,26.67241813,9.471291462,26.67241813,26.67241813,26.67241813,6.627218137,8.271903261,26.67241813,26.67241813,6.727178466,26.67241813,8.088250807,26.67241813,7.518855544,26.67241813,26.67241813,26.67241813,26.67241813,336,corn,b,5,control,2
53b,26.92668369,26.92668369,26.92668369,26.92668369,8.209941117,26.92668369,26.92668369,26.92668369,9.453277703,26.92668369,8.312434199,5.491193626,26.92668369,26.92668369,26.92668369,7.516402465,26.92668369,8.89903391,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,7.734233444,26.92668369,8.208264054,26.92668369,9.851048005,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,8.847031061,26.92668369,5.794575295,26.92668369,26.92668369,26.92668369,8.898416003,9.376602349,7.875866987,26.92668369,8.147213706,26.92668369,8.189055451,26.92668369,9.686271171,9.106592219,26.92668369,26.92668369,26.92668369,7.953741854,8.151516492,26.92668369,26.92668369,9.271911093,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,9.841571432,26.92668369,26.92668369,26.92668369,9.628082494,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,26.92668369,0,mxg,b,5,carbon,2
7f,26.7203404,26.7203404,8.634468512,26.7203404,26.7203404,26.7203404,26.7203404,26.7203404,8.837304725,26.7203404,8.17560889,5.15764822,26.7203404,26.7203404,26.7203404,26.7203404,8.22183926,26.7203404,26.7203404,26.7203404,26.7203404,26.7203404,8.934770628,26.7203404,7.330290625,26.7203404,8.875783207,26.7203404,8.360269095,26.7203404,26.7203404,8.915496619,8.787621098,26.7203404,26.7203404,8.86307095,26.7203404,26.7203404,5.378437132,8.999739772,26.7203404,26.7203404,26.7203404,26.7203404,8.93827834,26.7203404,9.339967684,26.7203404,7.860429215,26.7203404,26.7203404,9.425885667,26.7203404,9.085898713,26.7203404,26.7203404,7.837316415,8.354631068,26.7203404,9.390448742,26.7203404,26.7203404,26.7203404,26.7203404,26.7203404,9.265576276,9.59552967,26.7203404,26.7203404,8.769219382,26.7203404,26.7203404,26.7203404,26.7203404,26.7203404,26.7203404,26.7203404,26.7203404,0,corn,f,87,control,2
25b,7.697863383,8.475778348,7.243986096,26.92677256,5.704672434,26.92677256,26.92677256,5.744604922,5.304327103,6.543470018,6.02664356,4.674948271,6.393138527,7.269889927,6.260265469,6.108272545,7.446587063,9.341500491,9.16899628,7.151668457,26.92677256,6.113522999,8.16571766,6.491830365,5.600038415,7.716300134,7.64049824,26.92677256,26.92677256,26.92677256,7.500027126,7.040433105,8.646044753,26.92677256,7.587962784,6.325222609,7.569684571,26.92677256,4.665409303,26.92677256,26.92677256,26.92677256,5.990752258,9.589782246,26.92677256,26.92677256,9.005601892,26.92677256,26.92677256,26.92677256,6.420966493,5.880373221,26.92677256,7.951691086,6.799400717,7.144267654,5.45992474,6.56337534,7.015473747,7.992355253,7.590474652,26.92677256,7.920592429,9.894745873,26.92677256,6.126386781,8.159756288,8.546387128,26.92677256,26.92677256,26.92677256,9.523756087,26.92677256,7.443404639,26.92677256,26.92677256,26.92677256,26.92677256,336,corn,b,5,control,4
52b,26.7818457,26.7818457,9.074801141,26.7818457,26.7818457,26.7818457,26.7818457,9.547994363,26.7818457,8.784013772,7.858003959,5.674629959,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,9.413468127,26.7818457,8.865604464,26.7818457,26.7818457,8.52373135,26.7818457,8.711138662,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,8.806559198,26.7818457,26.7818457,5.52257132,26.7818457,9.537611565,26.7818457,9.562981204,26.7818457,26.7818457,9.289850143,7.949638004,26.7818457,8.217460519,26.7818457,7.7259727,8.563474522,26.7818457,26.7818457,26.7818457,8.344559049,8.856130777,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,8.281015455,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,9.570465735,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,26.7818457,0,mxg,b,5,control,2
67f,26.84506245,26.84506245,26.84506245,26.84506245,8.573788089,26.84506245,26.84506245,8.64854414,7.760275455,26.84506245,9.5828444,5.463638516,9.445281551,9.196404864,7.28279109,6.917807521,9.134520243,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,8.894109368,9.384404934,26.84506245,8.882238346,26.84506245,26.84506245,26.84506245,26.84506245,7.925787996,26.84506245,26.84506245,26.84506245,9.754339181,26.84506245,26.84506245,6.221707006,26.84506245,26.84506245,26.84506245,8.479040473,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,8.13631298,8.761872785,26.84506245,26.84506245,9.780530095,26.84506245,9.424552329,26.84506245,26.84506245,26.84506245,26.84506245,8.816686001,26.84506245,26.84506245,9.269934056,8.483505584,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,26.84506245,0,mxg,f,87,control,4
37f,6.915306311,8.355446872,7.056738904,8.81427669,5.189010309,26.44202292,26.44202292,5.549991974,5.061014402,6.634576194,5.067844133,4.132197872,6.467018667,6.034670468,4.611290965,6.085834098,6.044631504,7.379916526,8.758900283,5.854064023,26.44202292,4.599014127,6.567955533,6.282200382,5.175099641,6.315316168,7.055101441,26.44202292,7.547609849,26.44202292,26.44202292,6.40086456,8.566678415,7.594526056,8.66598576,6.349377754,7.065047844,26.44202292,4.722802363,26.44202292,26.44202292,8.758083851,5.478949834,7.437141048,26.44202292,8.381669787,7.353921676,26.44202292,26.44202292,26.44202292,5.699206436,5.344886843,26.44202292,6.674335916,6.268515777,7.81703207,5.234511863,5.351704779,6.692455015,6.556685079,7.923136828,8.09685499,8.18804529,26.44202292,8.733622729,6.311971403,6.838308854,7.168878056,26.44202292,26.44202292,26.44202292,26.44202292,26.44202292,6.338887454,26.44202292,26.44202292,26.44202292,26.44202292,336,mxg,f,87,control,1
22b,7.759951661,9.683862689,8.978601186,26.9636154,5.753305709,26.9636154,26.9636154,7.01661519,5.605871719,7.261517774,5.104684048,4.651044123,6.119983696,7.461607591,6.093862425,5.672633623,8.585413238,8.489193232,9.897650545,7.943136668,26.9636154,5.880660117,7.547897187,7.166201866,5.298252277,7.337098128,8.372458696,26.9636154,9.839601559,26.9636154,9.254826961,6.94145504,9.34253813,26.9636154,9.03187275,7.972304043,26.9636154,26.9636154,4.752773099,26.9636154,26.9636154,26.9636154,6.566283151,8.369259477,26.9636154,9.257103951,26.9636154,26.9636154,26.9636154,26.9636154,5.63203545,6.269961591,26.9636154,8.380124927,7.301557871,8.887916041,5.549248353,6.619087101,7.42104744,9.144128261,8.66779759,26.9636154,9.649217647,26.9636154,26.9636154,5.8074308,7.731211443,7.086815968,26.9636154,26.9636154,26.9636154,26.9636154,26.9636154,7.535360131,26.9636154,26.9636154,26.9636154,26.9636154,336,corn,b,5,control,3
37b,7.224600695,8.145965151,7.87610472,9.404627664,5.499545014,8.856391043,9.673514193,5.380821962,5.369618909,6.083161939,5.118380105,4.272761349,6.132355008,5.889788477,5.492282883,5.677597788,6.210435284,7.51364521,9.140078851,5.732551491,27.10182242,5.873744108,6.446425192,5.996589878,4.914878581,7.70380242,7.108010049,27.10182242,7.950207854,27.10182242,9.647003764,6.523712703,7.944657063,7.725987876,7.455146834,6.357740584,6.678348553,8.840878161,4.340706555,8.965772338,27.10182242,27.10182242,5.569053335,7.808190599,9.939918441,27.10182242,8.713552938,27.10182242,27.10182242,27.10182242,5.714966374,5.576883997,27.10182242,6.934983216,6.560738227,6.691464462,5.019836757,6.183703802,6.815653117,7.375522507,7.58445698,8.026848425,6.764506706,27.10182242,9.239771936,6.76622579,7.581003636,6.208005975,27.10182242,27.10182242,8.121565806,27.10182242,27.10182242,6.203191242,27.10182242,27.10182242,27.10182242,27.10182242,336,mxg,b,5,control,1
44b,26.33253677,26.33253677,8.772064661,26.33253677,6.311466324,26.33253677,9.275053267,26.33253677,6.890666875,9.054858861,6.914150156,5.257519894,7.429693057,9.154925902,9.161224995,6.169526948,26.33253677,26.33253677,26.33253677,8.22230489,26.33253677,26.33253677,26.33253677,26.33253677,6.903075053,8.015098166,7.376507758,26.33253677,9.318061604,26.33253677,26.33253677,8.271417854,7.063215242,7.53147094,26.33253677,26.33253677,7.535307876,26.33253677,5.3556593,26.33253677,7.496241054,7.766379186,6.956246594,26.33253677,7.226925479,7.204318081,7.243693804,26.33253677,7.916924707,26.33253677,7.128546151,8.010150672,26.33253677,8.377205061,8.134229422,6.944496493,8.416643283,9.08972942,26.33253677,8.008989615,26.33253677,26.33253677,26.33253677,26.33253677,26.33253677,7.174672724,26.33253677,26.33253677,26.33253677,7.928272595,26.33253677,26.33253677,26.33253677,26.33253677,26.33253677,26.33253677,26.33253677,26.33253677,336,mxg,b,5,carbon,2
50b,27.25674103,27.25674103,8.4092964,27.25674103,7.776642799,9.656618696,27.25674103,9.958478488,9.364688368,9.793037706,8.931395577,5.295438259,27.25674103,8.503618403,8.948448806,7.151191088,27.25674103,9.318112209,27.25674103,8.15813701,27.25674103,27.25674103,27.25674103,27.25674103,27.25674103,27.25674103,9.60038142,10.24207282,8.116311053,27.25674103,27.25674103,27.25674103,27.25674103,9.578485555,27.25674103,7.100037975,27.25674103,27.25674103,5.90499877,27.25674103,27.25674103,27.25674103,9.063189578,27.25674103,27.25674103,9.367072816,9.55601161,27.25674103,27.25674103,9.181661375,8.476026713,9.522762544,27.25674103,27.25674103,9.045390903,9.632046164,7.376770436,9.25912813,27.25674103,27.25674103,27.25674103,27.25674103,9.133056738,27.25674103,27.25674103,8.321332437,27.25674103,10.11231444,27.25674103,27.25674103,27.25674103,9.845601774,27.25674103,27.25674103,27.25674103,27.25674103,27.25674103,27.25674103,0,mxg,b,5,carbon,1
57b,7.510934322,8.032193982,6.229786404,8.782810493,4.635651243,26.9785549,9.096578146,5.918433779,4.486901815,5.764506612,4.612760802,4.10005818,6.216118442,5.847847659,4.749360318,4.880699637,7.322151136,6.797404272,9.870711317,6.675861515,26.9785549,4.937067324,6.228776268,5.462962229,4.565005014,6.279481966,6.496256492,26.9785549,7.571493483,26.9785549,7.132046501,6.184800706,9.445946789,6.945665488,6.468411691,6.872988903,7.056794765,9.650737231,4.474115569,26.9785549,26.9785549,26.9785549,5.220802385,8.407437905,9.663449743,26.9785549,7.367726295,26.9785549,9.110570378,26.9785549,4.863004495,4.75075756,26.9785549,6.826059938,6.437861469,7.581613585,4.679838455,6.048575813,6.537298082,7.579328625,7.540164985,7.44198081,7.850961086,26.9785549,7.871456839,4.980633422,6.983861487,6.514702853,26.9785549,26.9785549,8.13339032,8.928755963,26.9785549,8.027573377,26.9785549,26.9785549,26.9785549,26.9785549,336,mxg,b,5,nitrogen,3
24f,26.26600245,26.26600245,7.967797758,26.26600245,6.676696113,26.26600245,26.26600245,6.453762806,6.663284537,6.737367275,6.017304462,3.959238244,6.631089974,8.39788648,5.854073895,6.109105953,8.851769305,8.155413073,26.26600245,7.576140813,26.26600245,6.802837826,7.374312962,5.846706741,6.031692883,7.670184997,7.708333976,26.26600245,26.26600245,26.26600245,8.840635391,6.927346184,26.26600245,26.26600245,7.673636646,8.831546293,8.293377769,26.26600245,4.164859745,26.26600245,26.26600245,26.26600245,5.926961885,8.494366599,26.26600245,26.26600245,8.697615978,26.26600245,26.26600245,26.26600245,5.834113511,6.404922751,26.26600245,7.396684355,8.406121486,26.26600245,6.047411142,8.64241646,8.225133205,8.752688745,8.118187836,26.26600245,26.26600245,26.26600245,26.26600245,5.821241902,8.400493541,7.997011296,26.26600245,26.26600245,26.26600245,26.26600245,26.26600245,8.03427931,26.26600245,26.26600245,26.26600245,26.26600245,336,corn,f,87,nitrogen,3
7b,9.695969384,26.88349738,9.116733781,26.88349738,9.487356045,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,8.308240088,5.131128402,26.88349738,8.807316058,9.517513787,8.579839656,26.88349738,26.88349738,26.88349738,9.100983991,26.88349738,7.448517768,8.208037372,26.88349738,7.247807672,8.097084813,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,9.28694833,26.88349738,9.494572977,26.88349738,8.801606234,26.88349738,26.88349738,5.440654718,26.88349738,26.88349738,9.533534819,26.88349738,26.88349738,9.075504244,9.418420248,7.986684386,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,8.574732851,7.991703032,8.910677929,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,9.592260186,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,26.88349738,0,corn,b,5,control,2